last_updated,location,experience_level,tech_abilities,tech_stack,full_link
2024-04-22,"Software Engineer, Distributed SystemsSan Francisco, CA — Platform",5 years,"Large Language Models Training, Report creation, optimizing end to end systems","Python, Rust",https://openai.com/careers/software-engineer-distributed-systems
2024-04-22,"Engineering Manager, Research Platform, RuntimeSan Francisco, CA — Platform",5 years,"Large Language Models Training, Report creation, collaborating with cross-functional teams",NA,https://openai.com/careers/engineering-manager-research-platform-runtime
2024-04-22,"Graph Compiler EngineerSan Francisco, CA — Platform",3 years,"Graph Compiler, machine learning experiments, machine learning compiler","Python, GPU performance, systems-level optimization",https://openai.com/careers/graph-compiler-engineer
2024-04-22,"Platform ML Engineering Manager, InferenceSan Francisco, CA — Platform",7+ years,"high scale distributed systems and ML systems, ML systems, AI research","Python, C++, TensorFlow, PyTorch",https://openai.com/careers/platform-ml-engineering-manager-inference
2024-04-22,"Software Engineer, NetworkingSan Francisco, CA — Platform",3 years,"Distributed algorithms, network simulation techniques","C++, CUDA",https://openai.com/careers/software-engineer-networking
2024-04-22,"Data Center EngineerSan Francisco, CA — Platform",10 years,"Building hyperscale data centers and/or HPC data centers, GPU servers and AI workload requirements, diagnosing issues in production environments, influencing industry standards","Data center design, GPU servers, AI workloads, hardware roadmaps, racks, accelerators",https://openai.com/careers/data-center-engineer
2024-04-22,"Software Engineer, Supercomputing StorageSan Francisco, CA — Platform",5 years,"Model Valuation, model design, oop programming","R, Python, Cuda, statistical software",https://openai.com/careers/software-engineer-supercomputing-storage
2024-04-22,"Engineering Manager - Supercomputing  - Storage, Scalability, SchedulingSan Francisco, CA — Platform",5 years,"Technical leadership, infrastructure building, team management","Kubernetes, Azure, high-performance computing",https://openai.com/careers/engineering-manager-supercomputing-storage-scalability-scheduling
2024-04-22,"Research Engineer, Collective AlignmentSan Francisco, CA — Policy Research",5 years,"ML training, ML experiments analysis, data visualization","PyTorch, JavaScript, Python",https://openai.com/careers/research-engineer-collective-alignment
2024-04-22,"Research Manager, Model Deployment (Post-training)San Francisco, CA — Post-training",5 years,"Model Valuation, model design, oop programming","R, Python, Cuda, statistical software",https://openai.com/careers/research-manager-model-deployment-post-training
2024-04-22,"Research Scientist, Core Model (Post-training)San Francisco, CA — Post-training",5 years,"Design, validate, and improve evaluations, Conduct human data campaigns, Prototype new ideas and algorithms","Python, RLHF algorithms, machine learning",https://openai.com/careers/research-scientist-core-model-post-training
2024-04-22,"Research Software Engineer, Data Quality (Post-training)San Francisco, CA — Post-training",6+ years of any software engineering experience (including data engineering),"Build systems and pipelines for processing and filtering data, Train and run Machine Learning classifiers, Work with researchers on dataset creation","Python, Spark, PyTorch, Airflow",https://openai.com/careers/research-software-engineer-data-quality-post-training
2024-04-22,"Research Engineer, Multimodal (Post-training)San Francisco, CA — Post-training",5 years,"Research background in computer vision or speech systems, optimizing model run-time",NA,https://openai.com/careers/research-engineer-multimodal-post-training
2024-04-22,"Research Scientist, Core Algorithms (Post-training)San Francisco, CA — Post-training",5 years,"Reinforcement learning research, coding proficiency","Python, RLHF stack, ChatGPT",https://openai.com/careers/research-scientist-core-algorithms-post-training
2024-04-22,"Software Engineer, PreparednessSan Francisco, CA — Preparedness",5 years,"Model Valuation, model design, oop programming","R, Python, Cuda, statistical software",https://openai.com/careers/software-engineer-preparedness
2024-04-22,"Research Engineer, PreparednessSan Francisco, CA — Preparedness",5 years,"Identifying emerging AI safety risks, building evaluations of frontier AI models, designing scalable systems and processes, contributing to risk management","ML research engineering, ML observability and monitoring, creating large language model-enabled applications, technical domain applicable to AI risk",https://openai.com/careers/research-engineer-preparedness
2024-04-22,"Technical Program Manager, PreparednessSan Francisco, CA — Preparedness",1-2 years,"Basic coding ability in Python, statistical analyses, experimental design","Python, statistical software",https://openai.com/careers/technical-program-manager-preparedness
2024-04-22,"National Security Threat ResearcherSan Francisco, CA — Preparedness",5 years,"Preventing national security threats, AI safety evaluations, risk management","Cybersecurity, Software Engineering, ML Research Engineering",https://openai.com/careers/national-security-threat-researcher
2024-04-22,"Software Engineer, Data AcquisitionSan Francisco, CA — Pre-training",5 years,"Model Valuation, model design, oop programming","R, Python, Cuda, statistical software",https://openai.com/careers/software-engineer-data-acquisition
2024-04-22,"Model Teacher, Technical (Contract)San Francisco, CA — Research",0,"Proficient in Python, comfortable with basics of other programming languages",Python,https://openai.com/careers/model-teacher-technical-contract
2024-04-22,"Research ScientistSan Francisco, CA — Research",5 years,"Model Valuation, model design, oop programming","R, Python, Cuda, statistical software",https://openai.com/careers/research-scientist
2024-04-22,"GPU Kernels EngineerSan Francisco, CA — Research",3+ years,"GPU and/or other AI accelerators, CUDA programming language, ML accuracy optimization with low precision formats","C/C++, Python, CUDA",https://openai.com/careers/gpu-kernels-engineer
2024-04-22,"Research EngineerSan Francisco, CA — Research",5 years,"building AI systems, writing bug-free machine learning code, working in large distributed systems","Python, distributed systems, deep learning algorithms",https://openai.com/careers/research-engineer
2024-04-22,"HW/SW Co-design EngineerSan Francisco, CA — Research",3+ years,"GPU and/or other AI accelerators, CUDA or related accelerator programming language, driving ML accuracy with low precision formats","C/C++, Python, CUDA",https://openai.com/careers/hwsw-co-design-engineer
2024-04-22,"Software Engineer, Analytics PlatformSan Francisco, CA — Research",5 years,"Large Language Models Training, Report creation, data processing pipelines, stream and batch data processing pipelines, Kubernetes, Terraform, observability systems, ML training, Python, data lifecycle management systems",NA,https://openai.com/careers/software-engineer-analytics-platform
2024-04-22,Quote to Cash Product ManagerRemote - New York City — Revenue Operations,5 years,"CPQ applications, roadmap management, GTM technology","Salesforce, CPQ applications, B2B tech industry",https://openai.com/careers/quote-to-cash-product-manager
2024-04-22,"Research Engineer, Safety ReasoningSan Francisco, CA — Safety Systems",5 years,"Model Valuation, model design, oop programming","R, Python, Cuda, statistical software",https://openai.com/careers/research-engineer-safety-reasoning
2024-04-22,"Research Program Manager, Safety SystemsSan Francisco, CA — Safety Systems",5 years,"Risk assessment, safety research, project management",NA,https://openai.com/careers/research-program-manager-safety-systems
2024-04-22,"Research Scientist, Model SafetySan Francisco, CA — Safety Systems",4+ years,"AI safety, RLHF, adversarial training, robustness, fairness & biases","Deep learning, Python, Machine learning",https://openai.com/careers/research-scientist-model-safety
2024-04-22,"Research Engineer, Human-AI InteractionSan Francisco, CA — Safety Systems",3+ years,"Experiment with novel methods for model-assisted instruction, rules, policy development, and prompt engineering, Design and implement systems for collecting and integrating high-quality human feedback into AI systems, Explore ways to use various forms of human feedback that can best benefit model training, Design model safety behavior evaluation practice with human data, Study ways of human-AI collaboration for challenging tasks, including tasks on ambiguous or controversial topics, AI in sensitive or regulated domains, etc, Contribute to the development of tooling and workflow for offline iteration and feedback integration","Deep learning research, AI safety, RLHF, human-AI collaboration, human feedback collection;Computer science, machine learning, deep learning, Python, C++",https://openai.com/careers/research-engineer-human-ai-interaction
2024-04-22,"Software Engineer, SafetySan Francisco, CA — Safety Systems",3 years,"Anti-abuse and content moderation infrastructure, backend services and data pipelines, AI Safety in production environments","Terraform, Kubernetes, Azure, Python, Postgres, Kafka",https://openai.com/careers/software-engineer-safety
2024-04-22,"Research Engineer, AI Security & PrivacySan Francisco, CA — Safety Systems",3+ years,"AI security and privacy research for deep learning models, membership inference, privacy-preserving ML, adversarial attacks","Python, PyTorch, TensorFlow",https://openai.com/careers/research-engineer-ai-security-privacy
2024-04-22,"Software Engineer (Full Stack) – SafetySan Francisco, CA — Safety Systems",5 years,"Model Valuation, model design, oop programming","R, Python, Cuda, statistical software",https://openai.com/careers/software-engineer-full-stack-safety
2024-04-22,"Model Policy ManagerSan Francisco, CA — Safety Systems",5 years,"Model Valuation, model design, oop programming","R, Python, Cuda, statistical software",https://openai.com/careers/model-policy-manager
2024-04-22,"Account Director, ChatGPT Enterprise - MajorsLondon, UK — Sales, ChatGPT Enterprise",10+ years,"selling platform-as-a-service and/or software-as-a-service, designing and executing complex deal strategies, supporting the growth of fast-growing, high-performance companies, leading high-visibility customer events, gathering, distilling, and processing complex market intelligence",not specified,https://openai.com/careers/account-director-chatgpt-enterprise-majors
2024-04-22,"Account Director, ChatGPT Enterprise - MajorsDublin, Ireland — Sales, ChatGPT Enterprise",10+ years,"selling platform-as-a-service and/or software-as-a-service, designing and executing complex deal strategies, supporting the growth of fast-growing, high-performance companies, leading high-visibility customer events, gathering, distilling, and processing complex market intelligence",not specified,https://openai.com/careers/account-director-chatgpt-enterprise-majors-2
2024-04-22,"Account Director, ChatGPT EnterpriseRemote - New York City — Sales, ChatGPT Enterprise",6 years,"Complex deal strategies, customer success activities, market intelligence","Salesforce, HubSpot, Microsoft Office",https://openai.com/careers/account-director-chatgpt-enterprise
2024-04-22,"Account Director, ChatGPT EnterpriseSan Francisco, CA — Sales, ChatGPT Enterprise",5 years,"Model Valuation, model design, oop programming","R, Python, Cuda, statistical software",https://openai.com/careers/account-director-chatgpt-enterprise-2
2024-04-22,"Account Associate, EDU AccountsSan Francisco, CA — Sales, ChatGPT Enterprise",2-7 years,"Comprehensive discovery call, customer communication, administration skills","AI landscape, applications, education sector",https://openai.com/careers/account-associate-edu-accounts
2024-04-22,"Account Director, Platform MajorsSan Francisco, CA — Sales, Platform",7+ years,"Communicating technical concepts to customers and internal stakeholders, Leading high-visibility customer events, Gathering, distilling, and processing complex market intelligence","Platform-as-a-service, Software-as-a-service, Market intelligence tools",https://openai.com/careers/account-director-platform-majors-2
2024-04-22,"Account Director, Platform StartupsSan Francisco, CA — Sales, Platform",7-12 years,"selling platform-as-a-service and/or software-as-a-service, designing and executing complex deal strategies, working directly with C-level executives, leading high-visibility customer events, gathering, distilling, and processing complex market intelligence",N/A,https://openai.com/careers/account-director-platform-startups
2024-04-22,"Account Director, Platform StrategicsSan Francisco, CA — Sales, Platform",10+ years,"Communicating technical concepts to customers and internal stakeholders, Leading high-visibility customer events, Designing and executing complex deal strategies","Platform-as-a-service, Software-as-a-service, Market intelligence, Industry landscape monitoring",https://openai.com/careers/account-director-platform-strategics
2024-04-22,"Software Engineer, Security Product and PlatformSan Francisco, CA — Security",5 years,"Model Valuation, model design, oop programming","R, Python, Cuda, statistical software",https://openai.com/careers/software-engineer-security-product-and-platform
2024-04-22,"Security Engineer, Detection & ResponseLondon, UK — Security","junior, mid-level and senior candidates","Detection & Response, AppSec, InfraSec, OffSec, Microsoft Azure, modern adversary tactics, scripting language",NA,https://openai.com/careers/security-engineer-detection-response
2024-04-22,"Compliance EngineerSan Francisco, CA — Security",5 years,"automating processes, security engineering, compliance audits","Python, SQL",https://openai.com/careers/compliance-engineer
2024-04-22,"Security Engineer, Detection & ResponseSan Francisco, CA — Security",1-3 years,"Detection and response operations, Microsoft Azure, modern adversary tactics","Python, Bash, PowerShell",https://openai.com/careers/security-engineer-detection-response-2
2024-04-22,"Research Engineer, PrivacySan Francisco, CA — Security",5 years,"designing privacy-preserving machine learning algorithms, enhancing privacy guarantees of AI models, studying trade-offs between model performance and data privacy","Python, differential privacy, federated learning",https://openai.com/careers/research-engineer-privacy
2024-04-22,"Software Engineer, PrivacySan Francisco, CA — Security",3 years,"building data pipelines, SQL, Python",not specified,https://openai.com/careers/software-engineer-privacy
2024-04-22,"Research Program Manager, SecuritySan Francisco, CA — Security",5 years,"Program management, security principles, event planning","AI security, bug bounty initiatives, security research community",https://openai.com/careers/research-program-manager-security
2024-04-22,"Compliance Program ManagerSan Francisco, CA — Security",5 years,"Model Valuation, model design, oop programming","R, Python, Cuda, statistical software",https://openai.com/careers/compliance-program-manager
2024-04-22,"ITIL AdminSan Francisco, CA — Security",5 years,"ServiceNow Administration, ITIL practices, integrations management","ServiceNow, Microsoft Azure, Intune, Jamf",https://openai.com/careers/itil-admin
2024-04-22,"Distributed Training Engineer, SoraSan Francisco, CA — Sora",5 years,"Large Language Models Training, Report creation, optimizing training kernels","Python, supercomputers, distributed systems",https://openai.com/careers/distributed-training-engineer-sora
2024-04-22,"Backend Engineer, SoraSan Francisco, CA — Sora",5 years,"Engineered large-scale systems that process and serve petabytes of video, Understand various video formats and codecs, Comfortable with ambiguity and rapidly changing conditions","Python, blob storage, CDNs",https://openai.com/careers/backend-engineer-sora
2024-04-22,"Strategic Finance, ProductSan Francisco, CA — Strategic Finance",7+ years,"Expert modeling skills, distilling complex financial information, strong ability to critically evaluate opportunities and risks in financials",SQL,https://openai.com/careers/strategic-finance-product
2024-04-22,"Strategic Finance, Data ScientistSan Francisco, CA — Strategic Finance",7+ years,"Data analytics, SQL, Tableau, Excel, forecasting","SQL, Mode, Excel, Tableau, Python",https://openai.com/careers/strategic-finance-data-scientist
2024-04-22,"Strategic Finance, GTM LeadSan Francisco, CA — Strategic Finance",8+ years,"Expert modeling skills, distilling complex financial information, financial forecasting","Finance, Strategic consulting, Private Equity investing",https://openai.com/careers/strategic-finance-gtm-lead
2024-04-22,"Software Engineer, InfrastructureSan Francisco, CA — Supercomputing",3-5+ years,"designing large, highly available distributed systems with Kubernetes or Mesos clusters, debugging problems across the stack, working with Azure or other cloud platforms","bash, Terraform, Python, Chef",https://openai.com/careers/software-engineer-infrastructure
2024-04-22,"Solutions Architect, ChatGPT EnterpriseSan Francisco, CA — Technical Success",7+ years,"Python and Javascript proficiency, technical consulting, leading complex technical projects","Python, Javascript",https://openai.com/careers/solutions-architect-chatgpt-enterprise
2024-04-22,"Sales Engineer, LondonLondon, UK — Technical Success",7+ years,"Providing technical expertise in the pre-sales process, outlining value proposition, clarifying technical requirements, answering product-related questions","IT security principles, technical B2B SaaS products, security and compliance support",https://openai.com/careers/sales-engineer-london
2024-04-22,"Sales EngineerSan Francisco, CA — Technical Success",7+ years,"Pre-sales customer experience, security and compliance support, customer relationship management","IT security principles, B2B SaaS products, communication skills",https://openai.com/careers/sales-engineer
2024-04-22,"Account EngineerSan Francisco, CA — Technical Success",5 years,"Model Valuation, model design, oop programming","R, Python, Cuda, statistical software",https://openai.com/careers/account-engineer
2024-04-22,"AI EngineerSan Francisco, CA — Technical Success",7+ years,"Build and train bespoke models, lead complex technical projects, identify opportunities for maximizing customer value","ML, Python, AI technologies",https://openai.com/careers/ai-engineer
2024-04-22,"Solutions ArchitectSan Francisco, CA — Technical Success",5 years,"Model Valuation, model design, oop programming","R, Python, Cuda, statistical software",https://openai.com/careers/solutions-architect
2024-04-22,"Staff Support EngineerSan Francisco, CA — User Operations",5 years,"Deep troubleshooting, technical guidance, relationship building","Python, API platforms, application development",https://openai.com/careers/staff-support-engineer
2024-04-22,"Senior Manager, Workplace & Real Estate Analytics and TechnologySan Francisco, CA — Workplace",7+ years,"Data analysis and visualization, technology management, project management","SQL, Hive, Mode, Tableau",https://openai.com/careers/senior-manager-workplace-real-estate-analytics-and-technology
2024-04-22,"Office ManagerDublin, Ireland — Workplace",5 years,"Office Management, Vendor Management, Budget Management","Microsoft Office, Google Workspace, Ticketing systems, Space planning software",https://openai.com/careers/office-manager
